Title,Year,Link,Abstract,Author Keywords,Index Keywords
"Implementing ‘cleanliness is half of faith’ in re-designing tourists, experiences and salvaging the hotel industry in Malaysia during COVID-19 pandemic",2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85093924524&doi=10.1108%2fJIMA-08-2020-0229&partnerID=40&md5=e1b7f683f3cb1638f427622786dd897b","Purpose: In the prevailing COVID-19 pandemic, organizations now are expected to serve customers who are highly conscious of safety and sanitation. Among others, the hospitality industry is significantly and negatively influenced by this pandemic. Given the unique characteristics of services, using advanced technology is not enough to create a memorable experience without physical interaction between service providers and customers. Thus, this study aims to define the “new normal” for service customers and to explore the “new service design” for the hotel industry. Design/methodology/approach: As most of the Southeast Asian countries heavily rely on the tourism industry, this study focuses on one of the emerging tourism destinations in this region, Malaysia. The data is collected through in-depth interviews with 17 potential national and international tourists. Findings: The results suggest that considering the “new normal” for customers, there is an immediate need for the hotel industry to revamp their service design by mainly practicing disinfection and sanitation activities, re-designing overall infrastructure and introducing promotional offers. Originality/value: This study is novel in its kind as it provides useful guidelines for both practitioners and academicians/researchers. Under this crucial time, very few research is conducted specifically focusing on the hotel industry and tourists’ behaviors amidst the COVID-19 pandemic. The study will provide in-depth knowledge about tourists’ expectations from the hotel services, especially in their own voices. © 2020, Emerald Publishing Limited.","Cleanliness in Islam; COVID-19; Malaysian hotel industry; Service design; Service experience; Tourists’ experiences",
"COVID-19 Highlights the Need for More Effective Wildlife Trade Legislation",2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85093114111&doi=10.1016%2fj.tree.2020.10.001&partnerID=40&md5=cfd31af69fa18e81623bc1d97bc8cae8","Zoonosis-based epidemics are inevitable unless we revisit our relationship with the natural world, protect habitats, and regulate wildlife trade, including live animals and non-sustenance products. To prevent future zoonoses, governments must establish effective legislation addressing wildlife trade, protection of habitats, and reduction of the wildlife–livestock–human interface. © 2020 Elsevier Ltd","Asia; biodiversity crisis; conservation; emerging infectious diseases; legislation; pandemic; policy; wildlife trade; wildlife trafficking; zoonoses","animal; Betacoronavirus; Coronavirus infection; human; pandemic; virus pneumonia; wild animal; zoonosis; Animals; Animals, Wild; Betacoronavirus; Coronavirus Infections; Humans; Pandemics; Pneumonia, Viral; Zoonoses"
"Reflections on collective insecurity and virtual resistance in the times of COVID-19 in Malaysia",2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85093081618&doi=10.33182%2fML.V17I5.1013&partnerID=40&md5=f6fc5ac1c8b869fc617839266dc63e87","Environments of human insecurity are a widespread problem in our globalised world, particularly for migrant workers, one of the most vulnerable groups in society today. These experiences of insecurity have been heightened in the context of the COVID-19 pandemic. In this article, we examine the collective experience of insecurity among migrant workers in Malaysia. In our analysis, we outline collective insecurity at two levels: the micro level of migrant workers- daily, subjective experiences of insecurity; and the macro level, in which insecurity is a consequence of structural forces, specifically the globalisation of labour. These two levels interact symbiotically, producing states of insecurity that are concretely experienced as anxiety and fear. Migrant workers in Malaysia also practice agency through small forms of resistance that they use to bolster one another and reduce their insecure experiences. Throughout the COVID-19 pandemic and subsequent Movement Control Order (MCO) in Malaysia, migrant workers have been further marginalised by the state, but they have also become connected to one another through acts of solidarity and resistance. However, the sustainability of these forms remains unclear. © 2020 MIGRATION LETTERS Transnational Press London","Collective insecurity; COVID-19; Malaysia; Migrant workers; Migration; Virtual resistance",
"Virtual and essential–adolescent SRHR in the time of COVID-19",2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092923194&doi=10.1080%2f26410397.2020.1831136&partnerID=40&md5=be38ce8f8a6bb2c8fbd49534e4847567",[No abstract available],"adolescent sexual and reproductive health; adolescents; digital; mental health; technology","abortion; adolescent; adolescent sexual behavior; advocacy group; artificial intelligence; behavior change; biosurveillance; censorship; contraception; coronavirus disease 2019; epidemic; female; gender based violence; government; hand washing; health care delivery; health care need; health care personnel; household; human; live birth; low income country; maternal death; medical information; middle income country; Note; pandemic; priority journal; public-private partnership; quarantine; reproductive health; safety; sexual behavior; sexual health; social distancing; social network; stigma; telemedicine; text messaging; unplanned pregnancy; vulnerable population; wellbeing; access to information; adolescent health; Betacoronavirus; child health care; Coronavirus infection; male; organization and management; sexual health; virus pneumonia; Access to Information; Adolescent; Adolescent Health; Adolescent Health Services; Betacoronavirus; Coronavirus Infections; Female; Health Services Accessibility; Humans; Male; Pandemics; Pneumonia, Viral; Reproductive Health; Sexual Health"
"COVID-19 crises: Global economic shocks vs Pakistan economic shocks",2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092919089&doi=10.25046%2fAJ050477&partnerID=40&md5=82573e14a07e5d55bb880b5bce255937","This paper documents, information about the current outbreak of Corona virus and its multidimensional effects witnessed worldwide. The objective of the study is to disseminate information to policymakers, government and the general public, to facilitate the efforts for fighting against the contagious virus and aims to contribute to the economic and social welfare. Though the data changes rapidly by every passing minute, yet the current scenario may be analyzed to evaluate the present situation for a fruitful outcome. Hence, the discussion may be useful for all the stakeholders (government, policymakers and the public) for their reference. Various studies previously observed that widespread contagious diseases have a severe impact on the economy. It is observed that the faster and wider the outbreak of disease, the higher and severer the influence on the economies. The economies face shrinkage of income, revenue, earnings, while health expenditure increases for hospitals, medical kits, ventilators, uniforms, masks, gloves, medicines and other medical equipment. Therefore, it has a two-pronged adversely hitting effect on economies to manage the imbalance in the budget and fiscal matters. Another unfortunate situation is when the high populated country is poor too. The world has realized the effects of the different contagious viruses in the different times in history. Nevertheless, the virulence and the severity of the COVID-19 is far greater than the previous viral breakouts. We, in this research attempt to highlight the multidimensional effects of COVID-19 and create some possibilities how to deal and fight with this cruel and invisible enemy. © 2020 ASTES Publishers. All rights reserved.","Behavioral economics; Contagious virus; COVID-19; Economic Shocks; Socio-psychology",
"COVID-19 detection for chest X-ray images using local binary pattern",2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092658966&doi=10.30534%2fijeter%2f2020%2f1281.12020&partnerID=40&md5=ca817da733b90c324d1f96edded71ebc","The increase in patients with COVID-19 is overwhelming in healthcare systems around the world. Due to the large number of people affected by this pandemic, the medical and healthcare departments are facing a delay in the detection of COVID-19. Besides, it is not an easy task to clarify the images from the radiograph on what types of infection between bacteria pneumonia and COVID-19. The automatic feature analysis can help physicians more precisely in the treatment and diagnosis of diseases. In this research, Local Binary Pattern (LBP) texture features algorithm has been proposed to automate the current manual approach. This process starts by extracting the intensity grayscale texture from the normal, bacteria pneumonia and COVID-19 chest x-ray images. To prove the accuracy of LBP, a simple classifier k-Nearest Neighbour (k-NN) has been implement to classify the chest x-ray images into normal, bacterial and pneumonia class. The 10-fold cross validation has been used to validate the chest x-ray images. From the evaluation, 96% accuracy can be achieved by using LBP as a feature extraction feature. It shows that LBP is a powerful texture features to detect COVID-19 from the x-ray images. More samples will be collected in the future and neural network approach is suggested as a classifier in the future due to its ability to imitate human respond. © 2020, World Academy of Research in Science and Engineering. All rights reserved.","Chest X-ray images; COVID-19; K-nearest neighbour; Local binary pattern; Pneumonia",
"Stay fit during COVID-19, a study using interactive jogging application (JOGA)",2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092647494&doi=10.30534%2fijeter%2f2020%2f2081.12020&partnerID=40&md5=1eca3172ccd10cd47bc9e7d7e0a384d5","Fitness and keeping a balanced lifestyle are an important aspect in our daily lives. Being healthy will allow us to conduct our daily activities in a more productive manner. However, it is sidelined by the fact the people now a days are mostly busy with their work and other things, added the fact of the lack of motivation to conduct the physical activities, lead to people not having a balanced life. For that reason, the aim of the developed application is to provide users with an immersive and interactive jogging application which will help in motivating the user into wanting to conduct fitness activities. The interactivity is provided by implementing Geofencing technique, which is by generating a parameter around certain coordinates which when entered by a device will create certain events such as sending notification or directing to a different page. While the immersiveness aspect is implemented using Augmented Reality, which is where a 3D model is anchored into a certain plane which can be seen by using the mobile phones rear camera. The Rapid Development Life Cycle (RDLC) have been chosen as the methodology for the development of the application because it allows developer to iteratively change the system requirements during the development and presentation phase. Functionality testing have been conducted to the developed application. © 2020, World Academy of Research in Science and Engineering. All rights reserved.","Augmented reality; Geofencing; Pedometer; Rapid development life cycle",
"Soil moisture monitoring for plant irrigation: A botanic tourism sustainability during Covid-19 pandemic",2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092640485&doi=10.30534%2fijeter%2f2020%2f1381.12020&partnerID=40&md5=45e257de50da5b5bd1b72ff791750613","This paper describes a preliminary study on the adaptation of data visualization and the Internet of Things (IoT) to monitor the soil moisture of plant irrigation to sustain botanic tourism. It is compulsory to perform a daily irrigation schedule until the plants can live independently. However, due to the Covid-19 pandemic, insufficient infrastructure, work rotation at the share-farm, and unpredictable weather, it caused inconvenience for the workers to fulfill the irrigation routines twice a day. Hence, this research aimed to design and develop a mobile-based application with monitoring features that could help workers to monitor and visualize the soil moisture at the botanical area. It is using data visualization technique and enables them to perform irrigation remotely through the application via the IoT connection that linked to a water pump. It is proven that all the features of the system were functioning well and managed to receive good system usability of 77.4%. © 2020, World Academy of Research in Science and Engineering. All rights reserved.","Botanic tourism; Data visualization; Internet of things; Plant irrigation; Soil moisture monitoring",
"Recent perspectives and awareness on transmission, clinical manifestation, quarantine measures, prevention and treatment of COVID-19 among people living in Malaysia in 2020",2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092578915&doi=10.1007%2fs10389-020-01395-9&partnerID=40&md5=3184619f83a732c7807baadda52df71c","Background: There is a major public health challenge threatening the world with the rapid spread of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), which emerged in December 2019 from Wuhan, China. Objective: The aim of this study was to assess the knowledge, attitude and practice regarding COVID-19 and its transmission, causes and prevention among people living in Malaysia. Methods: A cross-sectional study was conducted among people living in Malaysia by using an online survey in March and April 2020. Results: Out of 520 respondents, the mean age was 36.9 ± 14.9, between 19 and 67 years with the majority being female. Most respondents had good knowledge, attitude and practice towards COVID-19 with mean ± sd 18.2 ± 1.7, 5.2 ± 1.1 and 4.1 ± 1.4, respectively. In addition, the majority had good knowledge regarding cause, mode of transmission, signs and symptoms, prevention and treatment and quarantine measures after answering 21 questions. Conclusion: To date, there is no specific treatment or vaccine for COVID-19, thus staying at home is the best preventive measure to curb the further growth of positive cases in the country. These findings could provide an insight in designing effective preparedness for future pandemic outbreaks. © 2020, Springer-Verlag GmbH Germany, part of Springer Nature.","Attitude; COVID-19; Knowledge; Malaysia; Practice",
"Risk Factors Associated with Mortality Among Patients with Novel Coronavirus Disease (COVID-19) in Africa",2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092468231&doi=10.1007%2fs40615-020-00888-3&partnerID=40&md5=79ad792c40821fae2cd1e21ac8991b28","Background: The novel coronavirus disease (COVID-19) caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) was first reported in China and later spread rapidly to other parts of the world, including Africa. Africa was projected to be devastated by COVID-19. There is currently limited data regarding regional predictors of mortality among patients with COVID-19. This study aimed to evaluate the independent risk factors associated with mortality among patients with COVID-19 in Africa. Methods: A total of 1028 confirmed cases of COVID-19 from Africa with definite survival outcomes were identified retrospectively from an open-access individual-level worldwide COVID-19 database. The live version of the dataset is available at https://github.com/beoutbreakprepared/nCoV2019. Multivariable logistic regression was conducted to determine the risk factors that independently predict mortality among patients with COVID-19 in Africa. Results: Of the 1028 cases included in study, 432 (42.0%) were females with a median (interquartile range, IQR) age of 50 (24) years. Older age (adjusted odds ratio {aOR} 1.06; [95% confidence intervals {95% CI}, 1.04–1.08]), presence of chronic disease (aOR 9.63; [95% CI, 3.84–24.15]), travel history (aOR 2.44; [95% CI, 1.26–4.72]), as well as locations of Central Africa (aOR 0.14; [95% CI, 0.03–0.72]) and West Africa (aOR 0.12; [95% CI, 0.04–0.32]) were identified as the independent risk factors significantly associated with increased mortality among the patients with COVID-19. Conclusions: The COVID-19 pandemic is evolving gradually in Africa. Among patients with COVID-19 in Africa, older age, presence of chronic disease, travel history, and the locations of Central Africa and West Africa were associated with increased mortality. A regional response should prioritize strategies that will protect these populations. Also, conducting a further in-depth study could provide more insights into additional factors predictive of mortality in COVID-19 patients. © 2020, W. Montague Cobb-NMA Health Institute.","Africa; COVID-19; Mortality; Pandemic; Risk factors; SARS-COV-2",
"The impact of healthcare expenditure and healthcare sector growth on CO2 emission using dynamic panel data system GMM estimation model during COVID 19 crisis",2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092416148&doi=10.32479%2fijeep.9769&partnerID=40&md5=3d07c7df5b79ff61ace02112e2d978f0","As huge consumers of water and energy, healthcare sector have a significant environmental impact. The healthcare sector is accountable for answering countless the most dangerous effects of climate change and pollution, deadly environmental emissions and other greenhouse gases itself. This study aims to observe empirically the effect of healthcare expenditure and heath sectors growth on CO2 during Covid 19 outbreak in Malaysia. As the world has awakened to the potential risks of Covid 19, there has been a massive effort to add capacity to the healthcare system rapidly. In Malaysia, apart from stressing the need for the public to strictly adhere to the Movement Control Order (MCO), the government an immediate boost in funding for healthcare services through initial stage fiscal policy response to Covid 19 outbreak. This research used Dynamic Panel Data Model also known as longitudinal study. This study explained Dynamic Panel Data System GMM Estimation model is fitting to interpret the outcome, indicate healthcare expenditure and healthcare growth on Covid-19, inflation rate and unemployment rate have significant relationship with CO2 emission. Empirical findings suggest that CO2 emissions policies reforms are required to channelize healthcare sector growth to a more government spending resulting from fiscal policy designed by the government of Malaysia. The regulators of other countries should pull out CO2 emissions policies to achieve sustainable economic growth and health sector growth development. The results provide important information to allow comparisons of the health-care sector with other economic sectors in Malaysia and the global healthcare sector in terms of CO2 emission. In particular, the results are intended to contribute to the understanding of the CO2 emission of national healthcare systems so that policymakers, especially in low-income and middle-income countries, can develop relevant CO2 emissions mitigation policies. © 2020, Econjournals. All rights reserved.","CO2 Emission; Covid-19; Dynamic Panel Model; Fiscal Policy; Healthcare Expenditure; Healthcare Sector Growth; Malaysia",
"Neurosurgical Services in the Northern Zone of Sarawak in Malaysia: The Way Forward Amid the COVID-19 Pandemic",2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092241634&doi=10.1016%2fj.wneu.2020.09.045&partnerID=40&md5=f5389f2987b62a7e07aed56866fabf32","Background: The novel coronavirus disease 2019 (COVID-19) pandemic has set a huge challenge to the delivery of neurosurgical services, including the transfer of patients. We aimed to share our strategy in handling neurosurgical emergencies at a remote center in Borneo island. Our objectives included discussing the logistic and geographic challenges faced during the COVID-19 pandemic. Methods: Miri General Hospital is a remote center in Sarawak, Malaysia, serving a population with difficult access to neurosurgical services. Two neurosurgeons were stationed here on a rotational basis every fortnight during the pandemic to handle neurosurgical cases. Patients were triaged depending on their urgent needs for surgery or transfer to a neurosurgical center and managed accordingly. All patients were screened for potential risk of contracting COVID-19 prior to the surgery. Based on this, the level of personal protective equipment required for the health care workers involved was determined. Results: During the initial 6 weeks of the Movement Control Order in Malaysia, there were 50 urgent neurosurgical consultations. Twenty patients (40%) required emergency surgery or intervention. There were 9 vascular (45%), 5 trauma (25%), 4 tumor (20%), and 2 hydrocephalus cases (10%). Eighteen patients were operated at Miri General Hospital, among whom 17 (94.4%) survived. Ninety percent of anticipated transfers were avoided. None of the medical staff acquired COVID-19. Conclusions: This framework allowed timely intervention for neurosurgical emergencies (within a safe limit), minimized transfer, and enabled uninterrupted neurosurgical services at a remote center with difficult access to neurosurgical care during a pandemic. © 2020 Elsevier Inc.","COVID-19; Neurosurgical emergencies; Pandemic; Remote center","air medical transport; Borneo; brain hemorrhage; brain tumor; central nervous system malformation; emergency; emergency health service; epidemiology; female; general hospital; head injury; human; hydrocephalus; Malaysia; male; neurosurgery; patient transport; protective equipment; skull base tumor; Air Ambulances; Borneo; Brain Neoplasms; Central Nervous System Vascular Malformations; COVID-19; Craniocerebral Trauma; Emergencies; Female; Hemorrhagic Stroke; Hospitals, General; Humans; Hydrocephalus; Malaysia; Male; Neurosurgery; Neurosurgical Procedures; Patient Transfer; Personal Protective Equipment; Skull Base Neoplasms; Transportation of Patients; Triage"
"Evaluation of the effectiveness of movement control order to limit the spread of COVID-19",2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092188231&doi=10.33166%2fAETiC.2020.04.001&partnerID=40&md5=3560c08288997e34e000db69c2596981","This study presents a prediction model based on Logistic Growth Curve (LGC) to evaluate the effectiveness of Movement Control Order (MCO) on COVID-19 pandemic spread. The evaluation assesses and predicts the growth models. The estimated model is a forecast-based model that depends on partial data from the COVID-19 cases in Malaysia. The model is studied on the effectiveness of the three phases of MCO implemented in Malaysia, where the model perfectly fits with the R2 value 0.989. Evidence from this study suggests that results of the prediction model match with the progress and effectiveness of the MCO to flatten the curve, and thus is helpful to control the spike in number of active COVID-19 cases and spread of COVID-19 infection growth. © 2020 by the author(s). Published by Annals of Emerging Technologies in Computing (AETiC).","COVID-19; Evaluation; Logistic growth curve; Movement control order; Prediction",
"Aerosolised COVID-19 transmission risk: Surgical or N95 masks?",2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092135578&doi=10.1017%2fice.2020.465&partnerID=40&md5=bc4e8d9be165af04cf0d8213fa0d1459","Based on available evidence, the COVID-19 virus is thought to spread through close contact and droplet transmission. However, some have debated that it could be airborne. Airborne transmission occurs when particles of less than 0.5 μm within droplets spread through exhaled air via a process called aerosolisation. These particles can remain in the air for long periods and can disseminate over distances further than 1 meter. In the context of COVID-19, airborne particles can occur during certain aerosolised-generating-procedures (AGP). WHO underlines the use of N95 respirators or equivalent as part of personal protective equipment (PPE) for healthcare workers (HCW) managing COVID-19 positive patients when aerosolised-generating-procedures (AGP) are being conducted.This retrospective observational study describes the result of COVID-19 reverse transcriptase polymerase chain reaction (RT-PCR) in health care workers (HCW) wearing different form of personal protective equipment (PPE) who had had close contact with a confirmed COVID-19 patient during performing such procedures. All HCWs were quarantined for 14 days after the exposure. COVID-19 RT-PCR nasopharyngeal swabs were performed at different intervals. Little is known about the effectiveness of different types of personal protective equipment (PPE) for preventing SARS-CoV-2 in HCWs. We describe the clinical outcome of HCWs exposed to sudden acute respiratory infection patient before the diagnosis of COVID-19 was known. © The Society for Healthcare Epidemiology of America 2020.",,
"COVID-19 insights and linguistic methods",2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092099770&doi=10.17576%2f3L-2020-2602-01&partnerID=40&md5=e0f7d971b3f8c4a7b11cb9722ce0d4f7","The emergence of COVID-19 affects the world population in many ways, resulting in its own specialised discourse. In addition to providing a source of data for analysis, this discourse has also led to a rethinking of multifarious research methods. This section presents a series of articles by scholars from different parts of the world with macro- and micro-linguistic perspectives, ranging from corpus-based analysis to content analysis studies. At the macro level, these scholars explored ways through which government bodies communicate with the public. Official announcements, parliamentary proceedings and COVID-19-related corpora are examined and a comparative textual analysis between the Malaysian and British governments is provided. At the micro level, the scholars analysed selected corpora with lexical, semantic, and discourse foci and personal posts of short narratives and photos to encapsulate meanings from human life and experience. The main takeaway from these studies is the application of a wide range of methods for different focus and perspectives that may be customised to the researcher’s unique context. © 2020 Penerbit Universiti Kebangsaan Malaysia. All rights reserved.","Comparative textual analysis; Corpus-based approach; COVID-19; Lexical neologism; Qualitative content analysis",
"Factors associated with incorrect facemask use among individuals visiting high-risk locations during covid-19 pandemic",2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091912817&partnerID=40&md5=db9a0f19e718d668b13849bc86a6169a","In December 2019, an outbreak of a novel coronavirus disease (COVID-19, previously known as 2019-nCoV) was determined to be transmitted via respiratory droplets. Thus, health agencies have recommended the use of facemasks as a protective measure. The current study investigated the prevalence and factors contributing to incorrect facemask use among individuals visiting high risk public locations. A cross-sectional observational study of facemask use among individuals visiting high risk public facilities was conducted during a local COVID-19 outbreak from end of April to middle of May 2020 in Sitiawan, Perak, Malaysia. Enrolment in the study included any individuals entering the selected study facilities via a dedicated entry point. Suitable study locations were identified as a local wet market selling freshly slaughtered animals and a district specialist hospital.Trained data collectors were stationed at the entry points to observe individuals entering the selected facilities for the type, category, and correct facemask use. Individuals were categorized into two groups, correct and incorrect facemask users, based on visual observation of facemask use. The Pearson chi-square test was used for differences in investigated variables. Both binary and multiple logistic regression models were used in this study. The study protocol was approved by the institutional review board. The main outcome measure was facemask use (either correct or incorrect).A total of 3322 individuals with a high prevalence of facemask use (98.2%) consisting of a large proportion of medical-grade face masks (75.5%) were included in this study. Male individuals, Malay ethnic people, high-risk age groups, and those wearing a medical grade facemask were more likely to present incorrect facemask use. A high prevalence of facemask use among individuals visiting public facilities was observed. However, incorrect facemask use raises the need for of targeted public health strategy to mitigate the impact of COVID-19 epidemic. © 2020, Mahidol University - ASEAN Institute for Health Development. All rights reserved.","COVID-19; Malaysia; Odds ratio; Personal protective equipment",
"Graduate employability post-COVID-19: the case of a Malaysian public university",2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091873208&doi=10.1108%2fHESWBL-05-2020-0114&partnerID=40&md5=404bf73fa2c1c5b838fd55326a3871d2","Purpose: This study presents an effort to identify and understand the impact of the coronavirus disease 2019 (COVID-19) pandemic on the graduate employability (GE) of Universiti Sains Islam Malaysia (USIM) final year students. It examines the readiness of USIM's final year students to the internship during the lockdown period, the readiness to join GE programs and also employment prospects in the future. Design/methodology/approach: A questionnaire survey was employed, and 1,445 USIM final year students participated in this study. Findings: The findings reveal that USIM final year students are ready to perform their internship even during the lockdown period. Besides, the students are also ready to join GE programs conducted by USIM, even while COVID-19 pandemic still currently occurs. Meanwhile, for the employment prospects in the future, results show that they believed that the employment prospects in the future after COVID-19 is low. In addition, academic background and internship areas exacerbate COVID-19's impact on the perceptions of USIM final year students on the employment prospects in the future. Originality/value: This study is believed to be a pioneering study in identifying the impact of COVID-19 on the GE. It also contributes by identifying students' readiness to perform their internship during lockdown period via work from home (WFH) approach as well as their perceptions on the employment prospects in the future. © 2020, Emerald Publishing Limited.","COVID-19; Employment prospect; Graduate employability (GE); Readiness; Work from home (WFH)",
"Willingness-to-pay for a COVID-19 vaccine and its associated determinants in Indonesia",2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091729379&doi=10.1080%2f21645515.2020.1819741&partnerID=40&md5=35eaaa59576045cec67d0b754a56122a","How countries, particularly low- and middle-income economies, should pay the coronavirus disease 2019 (COVID-19) vaccine is an important and understudied issue. We undertook an online survey to measure the willingness-to-pay (WTP) for a COVID-19 vaccine and its determinants in Indonesia. The WTP was assessed using a simple dichotomous contingent valuation approach and a linear regression model was used to assess its associated determinants. There were 1,359 respondents who completed the survey. In total, 78.3% (1,065) were willing to pay for the COVID-19 vaccine with a mean and median WTP of US$ 57.20 (95%CI: US$ 54.56, US$ 59.85) and US$ 30.94 (95%CI: US$ 30.94, US$ 30.94), respectively. Being a health-care worker, having a high income, and having high perceived risk were associated with higher WTP. These findings suggest that the WTP for a COVID-19 vaccine is relatively high in Indonesia. This WTP information can be used to construct a payment model for a COVID-19 vaccine in the country. Nevertheless, to attain higher vaccine coverage, it may be necessary to partially subsidize the vaccine for those who are less wealthy and to design health promotion materials to increase the perceived risk for COVID-19 in the country. © 2020 Taylor & Francis Group, LLC.","COVID-19; indonesia; SARS-CoV-2; vaccination; vaccine; willingness-to-pay","vaccine; adult; Article; coronavirus disease 2019; cross-sectional study; education; female; health care access; health care survey; health promotion; household income; human; Indonesia; job satisfaction; major clinical study; male; medical staff; middle aged; questionnaire; vaccination; Willingness To Pay; administration and dosage; adolescent; economics; epidemiology; health care cost; health care personnel; patient attitude; prevention and control; psychology; questionnaire; vaccination; young adult; Adolescent; Adult; COVID-19; COVID-19 Vaccines; Cross-Sectional Studies; Female; Health Expenditures; Health Personnel; Humans; Indonesia; Male; Middle Aged; Patient Acceptance of Health Care; Surveys and Questionnaires; Vaccination; Young Adult"
"The transmission modes and sources of COVID-19: A systematic review",2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091659209&doi=10.1016%2fj.ijso.2020.08.017&partnerID=40&md5=3e6e0db02b074ecd06ee41769210c88c","The current rampant coronavirus infection in humans, commonly known as COVID-19, a pandemic that may cause mortality in humans, has been declared a global emergency by the World Health Organization (WHO). The morbidity and mortality rates due to the pandemic are increasing rapidly worldwide, with the USA most affected by the disease. The source COVID-19 is not absolutely clear; however, the disease may be transmitted by either by COVID-19-positive individuals or from a contaminated environment. In this review, we focused on how the COVID-19 virus is transmitted in the community. An extensive literature search was conducted using specific keywords and criteria. Based on the published report, it is concluded that COVID-19 is primarily transmitted human-to-human via oral and respiratory aerosols and droplets with the virus-contaminated environment play a lesser role in the propagation of disease. Healthcare providers and the elderly with comorbidities are especially susceptible to the infection. © 2020 The Author(s)","COVID-19; Pandemic infection; Transmission mode; Virus load and shedding; Virus source","SARS-CoV-2 vaccine; aerosol; comorbidity; coronavirus disease 2019; droplet transmission; environment; feces; genetic analysis; health care personnel; human; infection control; infection sensitivity; mouth; nonhuman; organ transplantation; priority journal; respiratory system; Review; surgery; systematic review; vaccine production; vertical transmission; viral contamination; virus load; virus shedding; virus transmission"
"Covid-19 plastic surgery recovery plan: The malaysian experience",2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091634236&doi=10.5999%2faps.2020.01347&partnerID=40&md5=ea52f4f2c29eb68316eb9a750d7006e4",[No abstract available],,"hand sanitizer; anosmia; cancer surgery; convalescence; coronavirus disease 2019; dyspnea; elective surgery; emergency surgery; esthetics; fever; health care personnel; health care system; human; Malaysia; Note; obstetric procedure; occupational safety; patient care; plastic surgery; preoperative evaluation; public health; risk assessment; telemedicine; training; upper respiratory tract infection"
"Abnormal returns on tourism shares in the Chinese stock exchanges amid the COVID-19 pandemic",2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091590039&partnerID=40&md5=78515d5233b0d299cea69442f7bcc9b5","This study finds significant immediate adverse impact of the novel coronavirus (COVID-19) pandemic on tourism shares listed in the Shanghai and Shenzhen stock exchanges, in terms of breadth and depth. Overall, prices of these shares plunged by 20% in three consecutive days in response to pandemic fears, before technical rebound set in. Significant negative cumulative abnormal returns after the Wuhan lockdown are identified in 18 out of 21 tourism shares traded in the Chinese stock exchanges. These findings could serve as references for the China Security Regulatory Commission to monitor the market in future pandemic management. Investors are advised to avoid tourism shares the moment there is any suspicious development of virus outbreak in the future. Instead, they could look for opportunity to buy dip after massive market decline at the appropriate timing. © 2020 Universita Putra Malaysia.","Abnormal returns; Chinese stock exchanges; Coronavirus pandemic; COVID-19; Event study; Tourism",
